Country,Product Name,Order Date (YEAR),Total Sales IFNULL (AGG)
Australia,1970 Dodge Coronet,2003,1228.25
Australia,1970 Chevy Chevelle SS 454,2003,1635.25
Australia,1969 Harley Davidson Ultimate Chopper,2003,0
Australia,1969 Dodge Super Bee,2003,2084.16
Australia,1969 Chevrolet Camaro Z28,2003,2229.21
Australia,1968 Ford Mustang,2003,4903.2
Australia,1966 Shelby Cobra 427 S/C,2003,2175.63
Australia,1965 Aston Martin DB5,2003,5088.22
Australia,1964 Mercedes Tour Bus,2003,0
Australia,1962 LanciaA Delta 16V,2003,0
Australia,1961 Chevrolet Impala,2003,1862.64
Australia,1960 BSA Gold Star DBD34,2003,2460.24
Australia,1958 Setra Bus,2003,4877.92
Australia,1957 Vespa GS150,2003,2007.92
Australia,1957 Ford Thunderbird,2003,3579.12
Australia,1957 Corvette Convertible,2003,3977.49
Australia,1956 Porsche 356A Coupe,2003,0
Australia,1952 Citroen-15CV,2003,3913.06
Australia,1952 Alpine Renault 1300,2003,7067.58
Australia,1950's Chicago Surface Lines Streetcar,2003,1886.61
Australia,1949 Jaguar XK 120,2003,1622.04
Australia,1948 Porsche Type 356 Roadster,2003,3797.64
Australia,1948 Porsche 356-A Roadster,2003,0
Australia,1940s Ford truck,2003,0
Australia,1940 Ford Pickup Truck,2003,5208
Australia,1939 Chevrolet Deluxe Coupe,2003,836.94
Australia,1939 Cadillac Limousine,2003,2169.23
Australia,1938 Cadillac V-16 Presidential Limousine,2003,896
Australia,1937 Lincoln Berline,2003,8220.1
Australia,1937 Horch 930V Limousine,2003,0
Australia,1936 Mercedes-Benz 500K Special Roadster,2003,4721.23
Australia,1936 Mercedes Benz 500k Roadster,2003,839.52
Australia,1936 Harley Davidson El Knucklehead,2003,2646.84
Australia,1936 Chrysler Airflow,2003,4561.61
Australia,1934 Ford V8 Coupe,2003,2323.56
Australia,1932 Model A Ford J-Coupe,2003,5090.36
Australia,1932 Alfa Romeo 8C2300 Spider Sport,2003,5056.22
Australia,1930 Buick Marquette Phaeton,2003,2031.54
Australia,1928 Mercedes-Benz SSK,2003,14087.68
Australia,1928 Ford Phaeton Deluxe,2003,1994.91
Australia,1928 British Royal Navy Airplane,2003,3627.39
Australia,1926 Ford Fire Engine,2003,0
Australia,1917 Maxwell Touring Car,2003,4980.34
Australia,1917 Grand Touring Sedan,2003,3213
Australia,1913 Ford Model T Speedster,2003,11247.72
Australia,1911 Ford Town Car,2003,2542.68
Australia,1900s Vintage Tri-Plane,2003,2080.17
Australia,18th Century Vintage Horse Carriage,2003,4271.57
Austria,The USS Constitution Ship,2005,0
Austria,The Schooner Bluenose,2005,0
Austria,HMS Bounty,2005,0
Austria,F/A 18 Hornet 1/72,2005,0
Austria,Corsair F4U ( Bird Cage),2005,0
Austria,Boeing X-32A JSF,2005,0
Austria,American Airlines: MD-11S,2005,0
Austria,2002 Yamaha YZR M1,2005,0
Austria,2002 Suzuki XREO,2005,0
Austria,1999 Yamaha Speed Boat,2005,0
Austria,1999 Indy 500 Monte Carlo SS,2005,6388.8
Austria,1996 Peterbilt 379 Stake Bed with Outrigger,2005,0
Austria,1995 Honda Civic,2005,4546.48
Austria,1993 Mazda RX-7,2005,4464.24
Austria,1992 Ferrari 360 Spider red,2005,5808.25
Austria,1982 Lamborghini Diablo,2005,481.5
Austria,1982 Ducati 900 Monster,2005,0
Austria,1982 Camaro Z28,2005,0
Austria,1980s Black Hawk Helicopter,2005,0
Austria,1980’s GM Manhattan Express,2005,0
Austria,1974 Ducati 350 Mk3 Desmo,2005,0
Austria,1972 Alfa Romeo GTA,2005,0
Austria,1971 Alpine Renault 1600s,2005,2896.3
Austria,1970 Plymouth Hemi Cuda,2005,2197.76
Austria,1969 Harley Davidson Ultimate Chopper,2005,0
Austria,1969 Dodge Charger,2005,3169.28
Austria,1968 Ford Mustang,2005,2194.8
Austria,1968 Dodge Charger,2005,1115.7
Austria,1965 Aston Martin DB5,2005,3729.6
Austria,1962 LanciaA Delta 16V,2005,0
Austria,1958 Setra Bus,2005,0
Austria,1956 Porsche 356A Coupe,2005,7863.8
Austria,1948 Porsche Type 356 Roadster,2005,4920.92
Austria,1948 Porsche 356-A Roadster,2005,2642.64
Austria,1941 Chevrolet Special Deluxe Cabriolet,2005,0
Austria,1940s Ford truck,2005,0
Austria,1940 Ford Pickup Truck,2005,0
Austria,1940 Ford Delivery Sedan,2005,0
Austria,1939 Cadillac Limousine,2005,0
Austria,1937 Horch 930V Limousine,2005,0
Austria,1936 Chrysler Airflow,2005,0
Austria,1934 Ford V8 Coupe,2005,2264.77
Austria,1917 Maxwell Touring Car,2005,3535.92
Austria,1912 Ford Model T Delivery Wagon,2005,0
Austria,1900s Vintage Bi-Plane,2005,0
Austria,18th Century Vintage Horse Carriage,2005,3006.43
Austria,The USS Constitution Ship,2004,0
Austria,The Schooner Bluenose,2004,0
Austria,HMS Bounty,2004,0
Austria,F/A 18 Hornet 1/72,2004,2393.6
Austria,Corsair F4U ( Bird Cage),2004,0
Austria,Boeing X-32A JSF,2004,0
Austria,American Airlines: MD-11S,2004,0
Austria,2002 Yamaha YZR M1,2004,2968.18
Austria,2002 Suzuki XREO,2004,6627.5
Austria,1999 Yamaha Speed Boat,2004,0
Austria,1999 Indy 500 Monte Carlo SS,2004,0
Austria,1996 Peterbilt 379 Stake Bed with Outrigger,2004,0
Austria,1995 Honda Civic,2004,0
Austria,1993 Mazda RX-7,2004,0
Austria,1992 Ferrari 360 Spider red,2004,0
Austria,1982 Lamborghini Diablo,2004,0
Austria,1982 Ducati 900 Monster,2004,2016.96
Austria,1982 Camaro Z28,2004,0
Austria,1980s Black Hawk Helicopter,2004,0
Austria,1980’s GM Manhattan Express,2004,0
Austria,1974 Ducati 350 Mk3 Desmo,2004,2973.83
Austria,1972 Alfa Romeo GTA,2004,0
Austria,1971 Alpine Renault 1600s,2004,0
Austria,1970 Plymouth Hemi Cuda,2004,2786.76
Austria,1969 Harley Davidson Ultimate Chopper,2004,3453.02
Austria,1969 Dodge Charger,2004,6017
Austria,1968 Ford Mustang,2004,8667.9
Austria,1968 Dodge Charger,2004,4909.08
Austria,1965 Aston Martin DB5,2004,0
Austria,1962 LanciaA Delta 16V,2004,0
Austria,1958 Setra Bus,2004,0
Austria,1956 Porsche 356A Coupe,2004,0
Austria,1948 Porsche Type 356 Roadster,2004,0
Austria,1948 Porsche 356-A Roadster,2004,0
Austria,1941 Chevrolet Special Deluxe Cabriolet,2004,0
Austria,1940s Ford truck,2004,0
Austria,1940 Ford Pickup Truck,2004,0
Austria,1940 Ford Delivery Sedan,2004,0
Austria,1939 Cadillac Limousine,2004,0
Austria,1937 Horch 930V Limousine,2004,0
Austria,1936 Chrysler Airflow,2004,4581.12
Austria,1934 Ford V8 Coupe,2004,1838.72
Austria,1917 Maxwell Touring Car,2004,0
Austria,1912 Ford Model T Delivery Wagon,2004,0
Austria,1900s Vintage Bi-Plane,2004,0
Austria,18th Century Vintage Horse Carriage,2004,0
Austria,The USS Constitution Ship,2003,2554.36
Austria,The Schooner Bluenose,2003,1433.5
Austria,HMS Bounty,2003,2152.67
Austria,F/A 18 Hornet 1/72,2003,0
Austria,Corsair F4U ( Bird Cage),2003,1738.8
Austria,Boeing X-32A JSF,2003,1126.16
Austria,American Airlines: MD-11S,2003,1655.42
Austria,2002 Yamaha YZR M1,2003,0
Austria,2002 Suzuki XREO,2003,0
Austria,1999 Yamaha Speed Boat,2003,1571.64
Austria,1999 Indy 500 Monte Carlo SS,2003,0
Austria,1996 Peterbilt 379 Stake Bed with Outrigger,2003,2818.97
Austria,1995 Honda Civic,2003,0
Austria,1993 Mazda RX-7,2003,0
Austria,1992 Ferrari 360 Spider red,2003,0
Austria,1982 Lamborghini Diablo,2003,0
Austria,1982 Ducati 900 Monster,2003,0
Austria,1982 Camaro Z28,2003,3392.61
Austria,1980s Black Hawk Helicopter,2003,6509.34
Austria,1980’s GM Manhattan Express,2003,2195.76
Austria,1974 Ducati 350 Mk3 Desmo,2003,0
Austria,1972 Alfa Romeo GTA,2003,5192.48
Austria,1971 Alpine Renault 1600s,2003,0
Austria,1970 Plymouth Hemi Cuda,2003,0
Austria,1969 Harley Davidson Ultimate Chopper,2003,0
Austria,1969 Dodge Charger,2003,3824.48
Austria,1968 Ford Mustang,2003,0
Austria,1968 Dodge Charger,2003,5464.69
Austria,1965 Aston Martin DB5,2003,0
Austria,1962 LanciaA Delta 16V,2003,3009.51
Austria,1958 Setra Bus,2003,5960.36
Austria,1956 Porsche 356A Coupe,2003,4440.4
Austria,1948 Porsche Type 356 Roadster,2003,0
Austria,1948 Porsche 356-A Roadster,2003,1401.4
Austria,1941 Chevrolet Special Deluxe Cabriolet,2003,2572.56
Austria,1940s Ford truck,2003,4849.2
Austria,1940 Ford Pickup Truck,2003,3738.24
Austria,1940 Ford Delivery Sedan,2003,2876.3
Austria,1939 Cadillac Limousine,2003,1157.25
Austria,1937 Horch 930V Limousine,2003,1262.4
Austria,1936 Chrysler Airflow,2003,0
Austria,1934 Ford V8 Coupe,2003,0
Austria,1917 Maxwell Touring Car,2003,0
Austria,1912 Ford Model T Delivery Wagon,2003,2540.3
Austria,1900s Vintage Bi-Plane,2003,2640.4
Austria,18th Century Vintage Horse Carriage,2003,0
Belgium,The USS Constitution Ship,2005,0
Belgium,The Titanic,2005,0
Belgium,The Schooner Bluenose,2005,0
Belgium,The Queen Mary,2005,0
Belgium,The Mayflower,2005,0
Belgium,Pont Yacht,2005,0
Belgium,Collectable Wooden Train,2005,0
Belgium,1999 Yamaha Speed Boat,2005,0
Belgium,1999 Indy 500 Monte Carlo SS,2005,5174.4
Belgium,1995 Honda Civic,2005,3966.1
Belgium,1992 Ferrari 360 Spider red,2005,5239.4
Belgium,1980s Black Hawk Helicopter,2005,0
Belgium,1972 Alfa Romeo GTA,2005,0
Belgium,1950's Chicago Surface Lines Streetcar,2005,0
Belgium,1941 Chevrolet Special Deluxe Cabriolet,2005,0
Belgium,1940 Ford Delivery Sedan,2005,0
Belgium,1928 Ford Phaeton Deluxe,2005,0
Belgium,1912 Ford Model T Delivery Wagon,2005,0
Belgium,1904 Buick Runabout,2005,0
Belgium,1903 Ford Model A,2005,0
Belgium,18th century schooner,2005,0
Belgium,The USS Constitution Ship,2004,2428.44
Belgium,The Titanic,2004,3646
Belgium,The Schooner Bluenose,2004,1386
Belgium,The Queen Mary,2004,2323.88
Belgium,The Mayflower,2004,3230.62
Belgium,Pont Yacht,2004,1898.84
Belgium,Collectable Wooden Train,2004,6187.56
Belgium,1999 Yamaha Speed Boat,2004,5130.28
Belgium,1999 Indy 500 Monte Carlo SS,2004,0
Belgium,1995 Honda Civic,2004,0
Belgium,1992 Ferrari 360 Spider red,2004,0
Belgium,1980s Black Hawk Helicopter,2004,5624.79
Belgium,1972 Alfa Romeo GTA,2004,4080
Belgium,1950's Chicago Surface Lines Streetcar,2004,0
Belgium,1941 Chevrolet Special Deluxe Cabriolet,2004,9486.15
Belgium,1940 Ford Delivery Sedan,2004,4025.28
Belgium,1928 Ford Phaeton Deluxe,2004,0
Belgium,1912 Ford Model T Delivery Wagon,2004,2270.16
Belgium,1904 Buick Runabout,2004,5690.19
Belgium,1903 Ford Model A,2004,9116.18
Belgium,18th century schooner,2004,7811
Belgium,The USS Constitution Ship,2003,0
Belgium,The Titanic,2003,0
Belgium,The Schooner Bluenose,2003,0
Belgium,The Queen Mary,2003,0
Belgium,The Mayflower,2003,0
Belgium,Pont Yacht,2003,0
Belgium,Collectable Wooden Train,2003,0
Belgium,1999 Yamaha Speed Boat,2003,0
Belgium,1999 Indy 500 Monte Carlo SS,2003,0
Belgium,1995 Honda Civic,2003,0
Belgium,1992 Ferrari 360 Spider red,2003,0
Belgium,1980s Black Hawk Helicopter,2003,0
Belgium,1972 Alfa Romeo GTA,2003,0
Belgium,1950's Chicago Surface Lines Streetcar,2003,1627.56
Belgium,1941 Chevrolet Special Deluxe Cabriolet,2003,0
Belgium,1940 Ford Delivery Sedan,2003,0
Belgium,1928 Ford Phaeton Deluxe,2003,1128.2
Belgium,1912 Ford Model T Delivery Wagon,2003,0
Belgium,1904 Buick Runabout,2003,0
Belgium,1903 Ford Model A,2003,0
Belgium,18th century schooner,2003,0
Canada,The USS Constitution Ship,2005,0
Canada,The Titanic,2005,0
Canada,The Schooner Bluenose,2005,0
Canada,The Queen Mary,2005,0
Canada,Pont Yacht,2005,0
Canada,P-51-D Mustang,2005,0
Canada,HMS Bounty,2005,0
Canada,F/A 18 Hornet 1/72,2005,0
Canada,Corsair F4U ( Bird Cage),2005,0
Canada,Boeing X-32A JSF,2005,0
Canada,ATA: B757-300,2005,0
Canada,American Airlines: MD-11S,2005,0
Canada,American Airlines: B767-300,2005,0
Canada,America West Airlines B757-200,2005,0
Canada,1999 Yamaha Speed Boat,2005,0
Canada,1997 BMW F650 ST,2005,0
Canada,1996 Peterbilt 379 Stake Bed with Outrigger,2005,1640.52
Canada,1995 Honda Civic,2005,0
Canada,1993 Mazda RX-7,2005,0
Canada,1992 Ferrari 360 Spider red,2005,0
Canada,1982 Lamborghini Diablo,2005,0
Canada,1982 Camaro Z28,2005,3026.34
Canada,1980’s GM Manhattan Express,2005,2028.26
Canada,1972 Alfa Romeo GTA,2005,0
Canada,1964 Mercedes Tour Bus,2005,0
Canada,1962 Volkswagen Microbus,2005,0
Canada,1962 LanciaA Delta 16V,2005,3909.33
Canada,1958 Setra Bus,2005,4428
Canada,1954 Greyhound Scenicruiser,2005,0
Canada,1952 Alpine Renault 1300,2005,4731.79
Canada,1941 Chevrolet Special Deluxe Cabriolet,2005,0
Canada,1940s Ford truck,2005,4901.3
Canada,1940 Ford Pickup Truck,2005,2961.09
Canada,1940 Ford Delivery Sedan,2005,0
Canada,1939 Cadillac Limousine,2005,1443.75
Canada,1936 Chrysler Airflow,2005,0
Canada,1934 Ford V8 Coupe,2005,0
Canada,1930 Buick Marquette Phaeton,2005,0
Canada,1928 Ford Phaeton Deluxe,2005,0
Canada,1928 British Royal Navy Airplane,2005,0
Canada,1926 Ford Fire Engine,2005,0
Canada,1917 Maxwell Touring Car,2005,0
Canada,1913 Ford Model T Speedster,2005,0
Canada,1912 Ford Model T Delivery Wagon,2005,0
Canada,1904 Buick Runabout,2005,0
Canada,1900s Vintage Tri-Plane,2005,0
Canada,18th Century Vintage Horse Carriage,2005,0
Canada,18th century schooner,2005,0
Canada,The USS Constitution Ship,2004,5803.69
Canada,The Titanic,2004,4168.05
Canada,The Schooner Bluenose,2004,4966
Canada,The Queen Mary,2004,7665.08
Canada,Pont Yacht,2004,2888.34
Canada,P-51-D Mustang,2004,1966.8
Canada,HMS Bounty,2004,1484.6
Canada,F/A 18 Hornet 1/72,2004,2355.2
Canada,Corsair F4U ( Bird Cage),2004,1823.91
Canada,Boeing X-32A JSF,2004,1772.46
Canada,ATA: B757-300,2004,2907
Canada,American Airlines: MD-11S,2004,2391.22
Canada,American Airlines: B767-300,2004,2215
Canada,America West Airlines B757-200,2004,3524.12
Canada,1999 Yamaha Speed Boat,2004,1643.88
Canada,1997 BMW F650 ST,2004,3726.9
Canada,1996 Peterbilt 379 Stake Bed with Outrigger,2004,1890.06
Canada,1995 Honda Civic,2004,0
Canada,1993 Mazda RX-7,2004,0
Canada,1992 Ferrari 360 Spider red,2004,3598.5
Canada,1982 Lamborghini Diablo,2004,0
Canada,1982 Camaro Z28,2004,2882.7
Canada,1980’s GM Manhattan Express,2004,2600.37
Canada,1972 Alfa Romeo GTA,2004,6421.92
Canada,1964 Mercedes Tour Bus,2004,3167.67
Canada,1962 Volkswagen Microbus,2004,4293.66
Canada,1962 LanciaA Delta 16V,2004,5673.2
Canada,1958 Setra Bus,2004,2755.2
Canada,1954 Greyhound Scenicruiser,2004,1850.6
Canada,1952 Alpine Renault 1300,2004,0
Canada,1941 Chevrolet Special Deluxe Cabriolet,2004,4626.68
Canada,1940s Ford truck,2004,3085.04
Canada,1940 Ford Pickup Truck,2004,0
Canada,1940 Ford Delivery Sedan,2004,2545.95
Canada,1939 Cadillac Limousine,2004,0
Canada,1936 Chrysler Airflow,2004,0
Canada,1934 Ford V8 Coupe,2004,0
Canada,1930 Buick Marquette Phaeton,2004,1520.69
Canada,1928 Ford Phaeton Deluxe,2004,2268.82
Canada,1928 British Royal Navy Airplane,2004,2063.56
Canada,1926 Ford Fire Engine,2004,1797.58
Canada,1917 Maxwell Touring Car,2004,0
Canada,1913 Ford Model T Speedster,2004,0
Canada,1912 Ford Model T Delivery Wagon,2004,4490.88
Canada,1904 Buick Runabout,2004,4061.98
Canada,1900s Vintage Tri-Plane,2004,2521.2
Canada,18th Century Vintage Horse Carriage,2004,0
Canada,18th century schooner,2004,7985.52
Canada,The USS Constitution Ship,2003,0
Canada,The Titanic,2003,0
Canada,The Schooner Bluenose,2003,0
Canada,The Queen Mary,2003,0
Canada,Pont Yacht,2003,0
Canada,P-51-D Mustang,2003,0
Canada,HMS Bounty,2003,0
Canada,F/A 18 Hornet 1/72,2003,0
Canada,Corsair F4U ( Bird Cage),2003,0
Canada,Boeing X-32A JSF,2003,0
Canada,ATA: B757-300,2003,0
Canada,American Airlines: MD-11S,2003,0
Canada,American Airlines: B767-300,2003,0
Canada,America West Airlines B757-200,2003,0
Canada,1999 Yamaha Speed Boat,2003,0
Canada,1997 BMW F650 ST,2003,0
Canada,1996 Peterbilt 379 Stake Bed with Outrigger,2003,1977.84
Canada,1995 Honda Civic,2003,4481.05
Canada,1993 Mazda RX-7,2003,4706.1
Canada,1992 Ferrari 360 Spider red,2003,6472.05
Canada,1982 Lamborghini Diablo,2003,1250.64
Canada,1982 Camaro Z28,2003,2937.33
Canada,1980’s GM Manhattan Express,2003,0
Canada,1972 Alfa Romeo GTA,2003,0
Canada,1964 Mercedes Tour Bus,2003,0
Canada,1962 Volkswagen Microbus,2003,0
Canada,1962 LanciaA Delta 16V,2003,0
Canada,1958 Setra Bus,2003,3061.52
Canada,1954 Greyhound Scenicruiser,2003,0
Canada,1952 Alpine Renault 1300,2003,9568.73
Canada,1941 Chevrolet Special Deluxe Cabriolet,2003,0
Canada,1940s Ford truck,2003,0
